id,p_s,path,subject_id,text
109,"(['Disease, Disorder or Finding', 'Two Vessel Coronary Disease'], '<http://purl.obolibrary.org/obo/NCIT_C100023>')","['Disease, Disorder or Finding', 'Two Vessel Coronary Disease']",<http://purl.obolibrary.org/obo/NCIT_C100023>,"Disease, Disorder or Finding Two Vessel Coronary Disease"
110,"(['Disease, Disorder or Finding', 'Sign or Symptom'], '<http://purl.obolibrary.org/obo/NCIT_C100104>')","['Disease, Disorder or Finding', 'Sign or Symptom']",<http://purl.obolibrary.org/obo/NCIT_C100104>,"Disease, Disorder or Finding Sign or Symptom"
111,"(['Disease, Disorder or Finding', 'Spina Bifida'], '<http://purl.obolibrary.org/obo/NCIT_C101214>')","['Disease, Disorder or Finding', 'Spina Bifida']",<http://purl.obolibrary.org/obo/NCIT_C101214>,"Disease, Disorder or Finding Spina Bifida"
112,"(['Disease, Disorder or Finding', 'Angioedema'], '<http://purl.obolibrary.org/obo/NCIT_C112175>')","['Disease, Disorder or Finding', 'Angioedema']",<http://purl.obolibrary.org/obo/NCIT_C112175>,"Disease, Disorder or Finding Angioedema"
113,"(['Disease, Disorder or Finding', 'Blepharitits'], '<http://purl.obolibrary.org/obo/NCIT_C112183>')","['Disease, Disorder or Finding', 'Blepharitits']",<http://purl.obolibrary.org/obo/NCIT_C112183>,"Disease, Disorder or Finding Blepharitits"
114,"(['Disease, Disorder or Finding', 'Drug Hypersensitivity Syndrome'], '<http://purl.obolibrary.org/obo/NCIT_C112208>')","['Disease, Disorder or Finding', 'Drug Hypersensitivity Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C112208>,"Disease, Disorder or Finding Drug Hypersensitivity Syndrome"
115,"(['Disease, Disorder or Finding', 'Molluscum Contagiosum Virus'], '<http://purl.obolibrary.org/obo/NCIT_C112357>')","['Disease, Disorder or Finding', 'Molluscum Contagiosum Virus']",<http://purl.obolibrary.org/obo/NCIT_C112357>,"Disease, Disorder or Finding Molluscum Contagiosum Virus"
116,"(['Disease, Disorder or Finding', 'Tinea Versicolor'], '<http://purl.obolibrary.org/obo/NCIT_C112833>')","['Disease, Disorder or Finding', 'Tinea Versicolor']",<http://purl.obolibrary.org/obo/NCIT_C112833>,"Disease, Disorder or Finding Tinea Versicolor"
117,"(['Disease, Disorder or Finding', 'Ureteral Stenosis'], '<http://purl.obolibrary.org/obo/NCIT_C115958>')","['Disease, Disorder or Finding', 'Ureteral Stenosis']",<http://purl.obolibrary.org/obo/NCIT_C115958>,"Disease, Disorder or Finding Ureteral Stenosis"
118,"(['Disease, Disorder or Finding', 'Anosmia'], '<http://purl.obolibrary.org/obo/NCIT_C116369>')","['Disease, Disorder or Finding', 'Anosmia']",<http://purl.obolibrary.org/obo/NCIT_C116369>,"Disease, Disorder or Finding Anosmia"
119,"(['Disease, Disorder or Finding', 'Ageusia'], '<http://purl.obolibrary.org/obo/NCIT_C116374>')","['Disease, Disorder or Finding', 'Ageusia']",<http://purl.obolibrary.org/obo/NCIT_C116374>,"Disease, Disorder or Finding Ageusia"
120,"(['Disease, Disorder or Finding', 'Subdural Hematoma'], '<http://purl.obolibrary.org/obo/NCIT_C116585>')","['Disease, Disorder or Finding', 'Subdural Hematoma']",<http://purl.obolibrary.org/obo/NCIT_C116585>,"Disease, Disorder or Finding Subdural Hematoma"
121,"(['Disease, Disorder or Finding', 'Cognitive Impariment'], '<http://purl.obolibrary.org/obo/NCIT_C116921>')","['Disease, Disorder or Finding', 'Cognitive Impariment']",<http://purl.obolibrary.org/obo/NCIT_C116921>,"Disease, Disorder or Finding Cognitive Impariment"
122,"(['Disease, Disorder or Finding', 'Migraine With Aura'], '<http://purl.obolibrary.org/obo/NCIT_C117005>')","['Disease, Disorder or Finding', 'Migraine With Aura']",<http://purl.obolibrary.org/obo/NCIT_C117005>,"Disease, Disorder or Finding Migraine With Aura"
123,"(['Disease, Disorder or Finding', 'Post-Herpetic Neuralgia'], '<http://purl.obolibrary.org/obo/NCIT_C117084>')","['Disease, Disorder or Finding', 'Post-Herpetic Neuralgia']",<http://purl.obolibrary.org/obo/NCIT_C117084>,"Disease, Disorder or Finding Post-Herpetic Neuralgia"
124,"(['Disease, Disorder or Finding', 'Blepharospasm'], '<http://purl.obolibrary.org/obo/NCIT_C118723>')","['Disease, Disorder or Finding', 'Blepharospasm']",<http://purl.obolibrary.org/obo/NCIT_C118723>,"Disease, Disorder or Finding Blepharospasm"
125,"(['Disease, Disorder or Finding', 'Dog Bite'], '<http://purl.obolibrary.org/obo/NCIT_C122419>')","['Disease, Disorder or Finding', 'Dog Bite']",<http://purl.obolibrary.org/obo/NCIT_C122419>,"Disease, Disorder or Finding Dog Bite"
126,"(['Disease, Disorder or Finding', 'Acute Pyelonephritis'], '<http://purl.obolibrary.org/obo/NCIT_C123215>')","['Disease, Disorder or Finding', 'Acute Pyelonephritis']",<http://purl.obolibrary.org/obo/NCIT_C123215>,"Disease, Disorder or Finding Acute Pyelonephritis"
127,"(['Disease, Disorder or Finding', 'Viral Pericarditis'], '<http://purl.obolibrary.org/obo/NCIT_C128405>')","['Disease, Disorder or Finding', 'Viral Pericarditis']",<http://purl.obolibrary.org/obo/NCIT_C128405>,"Disease, Disorder or Finding Viral Pericarditis"
128,"(['Disease, Disorder or Finding', 'Acquired Hypothyroidism'], '<http://purl.obolibrary.org/obo/NCIT_C129644>')","['Disease, Disorder or Finding', 'Acquired Hypothyroidism']",<http://purl.obolibrary.org/obo/NCIT_C129644>,"Disease, Disorder or Finding Acquired Hypothyroidism"
129,"(['Disease, Disorder or Finding', 'Herpes Simplex Virus Infection'], '<http://purl.obolibrary.org/obo/NCIT_C155871>')","['Disease, Disorder or Finding', 'Herpes Simplex Virus Infection']",<http://purl.obolibrary.org/obo/NCIT_C155871>,"Disease, Disorder or Finding Herpes Simplex Virus Infection"
130,"(['Disease, Disorder or Finding', 'Basal Cell Carcinoma'], '<http://purl.obolibrary.org/obo/NCIT_C156767>')","['Disease, Disorder or Finding', 'Basal Cell Carcinoma']",<http://purl.obolibrary.org/obo/NCIT_C156767>,"Disease, Disorder or Finding Basal Cell Carcinoma"
131,"(['Disease, Disorder or Finding', 'Opioid Use Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C157942>')","['Disease, Disorder or Finding', 'Opioid Use Disorder']",<http://purl.obolibrary.org/obo/NCIT_C157942>,"Disease, Disorder or Finding Opioid Use Disorder"
132,"(['Disease, Disorder or Finding', 'Pneumococcal Pneumonia'], '<http://purl.obolibrary.org/obo/NCIT_C157959>')","['Disease, Disorder or Finding', 'Pneumococcal Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C157959>,"Disease, Disorder or Finding Pneumococcal Pneumonia"
133,"(['Disease, Disorder or Finding', 'COVID-19 Infection'], '<http://purl.obolibrary.org/obo/NCIT_C171133>')","['Disease, Disorder or Finding', 'COVID-19 Infection']",<http://purl.obolibrary.org/obo/NCIT_C171133>,"Disease, Disorder or Finding COVID-19 Infection"
134,"(['Disease, Disorder or Finding', 'Thoracic Trauma'], '<http://purl.obolibrary.org/obo/NCIT_C171204>')","['Disease, Disorder or Finding', 'Thoracic Trauma']",<http://purl.obolibrary.org/obo/NCIT_C171204>,"Disease, Disorder or Finding Thoracic Trauma"
135,"(['Disease, Disorder or Finding', 'Hepatic Toxicity'], '<http://purl.obolibrary.org/obo/NCIT_C185645>')","['Disease, Disorder or Finding', 'Hepatic Toxicity']",<http://purl.obolibrary.org/obo/NCIT_C185645>,"Disease, Disorder or Finding Hepatic Toxicity"
136,"(['Disease, Disorder or Finding', 'Abdominal Pain'], '<http://purl.obolibrary.org/obo/NCIT_C26682>')","['Disease, Disorder or Finding', 'Abdominal Pain']",<http://purl.obolibrary.org/obo/NCIT_C26682>,"Disease, Disorder or Finding Abdominal Pain"
137,"(['Disease, Disorder or Finding', 'Bacterial Pneumonia'], '<http://purl.obolibrary.org/obo/NCIT_C26704>')","['Disease, Disorder or Finding', 'Bacterial Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C26704>,"Disease, Disorder or Finding Bacterial Pneumonia"
138,"(['Disease, Disorder or Finding', 'Celiac Disease'], '<http://purl.obolibrary.org/obo/NCIT_C26714>')","['Disease, Disorder or Finding', 'Celiac Disease']",<http://purl.obolibrary.org/obo/NCIT_C26714>,"Disease, Disorder or Finding Celiac Disease"
139,"(['Disease, Disorder or Finding', 'Chalazion'], '<http://purl.obolibrary.org/obo/NCIT_C26717>')","['Disease, Disorder or Finding', 'Chalazion']",<http://purl.obolibrary.org/obo/NCIT_C26717>,"Disease, Disorder or Finding Chalazion"
140,"(['Disease, Disorder or Finding', 'Type 2 Diabetes Mellitus'], '<http://purl.obolibrary.org/obo/NCIT_C26747>')","['Disease, Disorder or Finding', 'Type 2 Diabetes Mellitus']",<http://purl.obolibrary.org/obo/NCIT_C26747>,"Disease, Disorder or Finding Type 2 Diabetes Mellitus"
141,"(['Disease, Disorder or Finding', 'Cranial Nerve VII Palsy'], '<http://purl.obolibrary.org/obo/NCIT_C26769>')","['Disease, Disorder or Finding', 'Cranial Nerve VII Palsy']",<http://purl.obolibrary.org/obo/NCIT_C26769>,"Disease, Disorder or Finding Cranial Nerve VII Palsy"
142,"(['Disease, Disorder or Finding', 'Femur Fracture'], '<http://purl.obolibrary.org/obo/NCIT_C26774>')","['Disease, Disorder or Finding', 'Femur Fracture']",<http://purl.obolibrary.org/obo/NCIT_C26774>,"Disease, Disorder or Finding Femur Fracture"
143,"(['Disease, Disorder or Finding', 'Gastritis'], '<http://purl.obolibrary.org/obo/NCIT_C26780>')","['Disease, Disorder or Finding', 'Gastritis']",<http://purl.obolibrary.org/obo/NCIT_C26780>,"Disease, Disorder or Finding Gastritis"
144,"(['Disease, Disorder or Finding', 'Glaucoma'], '<http://purl.obolibrary.org/obo/NCIT_C26782>')","['Disease, Disorder or Finding', 'Glaucoma']",<http://purl.obolibrary.org/obo/NCIT_C26782>,"Disease, Disorder or Finding Glaucoma"
145,"(['Disease, Disorder or Finding', 'Hypothyroidism'], '<http://purl.obolibrary.org/obo/NCIT_C26800>')","['Disease, Disorder or Finding', 'Hypothyroidism']",<http://purl.obolibrary.org/obo/NCIT_C26800>,"Disease, Disorder or Finding Hypothyroidism"
146,"(['Disease, Disorder or Finding', 'Keratitis'], '<http://purl.obolibrary.org/obo/NCIT_C26805>')","['Disease, Disorder or Finding', 'Keratitis']",<http://purl.obolibrary.org/obo/NCIT_C26805>,"Disease, Disorder or Finding Keratitis"
147,"(['Disease, Disorder or Finding', 'Keratoconus'], '<http://purl.obolibrary.org/obo/NCIT_C26806>')","['Disease, Disorder or Finding', 'Keratoconus']",<http://purl.obolibrary.org/obo/NCIT_C26806>,"Disease, Disorder or Finding Keratoconus"
148,"(['Disease, Disorder or Finding', 'Progressive Multifocal Leukoencephalopathy'], '<http://purl.obolibrary.org/obo/NCIT_C26815>')","['Disease, Disorder or Finding', 'Progressive Multifocal Leukoencephalopathy']",<http://purl.obolibrary.org/obo/NCIT_C26815>,"Disease, Disorder or Finding Progressive Multifocal Leukoencephalopathy"
149,"(['Disease, Disorder or Finding', 'Leukopenia'], '<http://purl.obolibrary.org/obo/NCIT_C26816>')","['Disease, Disorder or Finding', 'Leukopenia']",<http://purl.obolibrary.org/obo/NCIT_C26816>,"Disease, Disorder or Finding Leukopenia"
150,"(['Disease, Disorder or Finding', 'Lymphopenia'], '<http://purl.obolibrary.org/obo/NCIT_C26823>')","['Disease, Disorder or Finding', 'Lymphopenia']",<http://purl.obolibrary.org/obo/NCIT_C26823>,"Disease, Disorder or Finding Lymphopenia"
151,"(['Disease, Disorder or Finding', ""Parkinson's Disease""], '<http://purl.obolibrary.org/obo/NCIT_C26845>')","['Disease, Disorder or Finding', ""Parkinson's Disease""]",<http://purl.obolibrary.org/obo/NCIT_C26845>,"Disease, Disorder or Finding Parkinson's Disease"
152,"(['Disease, Disorder or Finding', 'Retinal Detachment'], '<http://purl.obolibrary.org/obo/NCIT_C26874>')","['Disease, Disorder or Finding', 'Retinal Detachment']",<http://purl.obolibrary.org/obo/NCIT_C26874>,"Disease, Disorder or Finding Retinal Detachment"
153,"(['Disease, Disorder or Finding', 'Sjogren Syndrome'], '<http://purl.obolibrary.org/obo/NCIT_C26883>')","['Disease, Disorder or Finding', 'Sjogren Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C26883>,"Disease, Disorder or Finding Sjogren Syndrome"
154,"(['Disease, Disorder or Finding', 'Thyroid Gland Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C26893>')","['Disease, Disorder or Finding', 'Thyroid Gland Disorder']",<http://purl.obolibrary.org/obo/NCIT_C26893>,"Disease, Disorder or Finding Thyroid Gland Disorder"
155,"(['Disease, Disorder or Finding', 'Thyroiditis'], '<http://purl.obolibrary.org/obo/NCIT_C26894>')","['Disease, Disorder or Finding', 'Thyroiditis']",<http://purl.obolibrary.org/obo/NCIT_C26894>,"Disease, Disorder or Finding Thyroiditis"
156,"(['Disease, Disorder or Finding', 'Vitiligo'], '<http://purl.obolibrary.org/obo/NCIT_C26915>')","['Disease, Disorder or Finding', 'Vitiligo']",<http://purl.obolibrary.org/obo/NCIT_C26915>,"Disease, Disorder or Finding Vitiligo"
157,"(['Disease, Disorder or Finding', 'Fever Chills'], '<http://purl.obolibrary.org/obo/NCIT_C26921>')","['Disease, Disorder or Finding', 'Fever Chills']",<http://purl.obolibrary.org/obo/NCIT_C26921>,"Disease, Disorder or Finding Fever Chills"
158,"(['Disease, Disorder or Finding', 'Acute Cystitis'], '<http://purl.obolibrary.org/obo/NCIT_C26934>')","['Disease, Disorder or Finding', 'Acute Cystitis']",<http://purl.obolibrary.org/obo/NCIT_C26934>,"Disease, Disorder or Finding Acute Cystitis"
159,"(['Disease, Disorder or Finding', 'Alanine Aminotransferase Increased'], '<http://purl.obolibrary.org/obo/NCIT_C26948>')","['Disease, Disorder or Finding', 'Alanine Aminotransferase Increased']",<http://purl.obolibrary.org/obo/NCIT_C26948>,"Disease, Disorder or Finding Alanine Aminotransferase Increased"
160,"(['Disease, Disorder or Finding', 'Trigeminal Nerve Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C26952>')","['Disease, Disorder or Finding', 'Trigeminal Nerve Disorder']",<http://purl.obolibrary.org/obo/NCIT_C26952>,"Disease, Disorder or Finding Trigeminal Nerve Disorder"
161,"(['Disease, Disorder or Finding', 'Ankle Fracture'], '<http://purl.obolibrary.org/obo/NCIT_C26989>')","['Disease, Disorder or Finding', 'Ankle Fracture']",<http://purl.obolibrary.org/obo/NCIT_C26989>,"Disease, Disorder or Finding Ankle Fracture"
162,"(['Disease, Disorder or Finding', 'Interstitial Pneumonia'], '<http://purl.obolibrary.org/obo/NCIT_C27006>')","['Disease, Disorder or Finding', 'Interstitial Pneumonia']",<http://purl.obolibrary.org/obo/NCIT_C27006>,"Disease, Disorder or Finding Interstitial Pneumonia"
163,"(['Disease, Disorder or Finding', 'Acute Respiratory Failure'], '<http://purl.obolibrary.org/obo/NCIT_C27043>')","['Disease, Disorder or Finding', 'Acute Respiratory Failure']",<http://purl.obolibrary.org/obo/NCIT_C27043>,"Disease, Disorder or Finding Acute Respiratory Failure"
164,"(['Disease, Disorder or Finding', 'Obstructive Sleep Apnea Syndrome'], '<http://purl.obolibrary.org/obo/NCIT_C27168>')","['Disease, Disorder or Finding', 'Obstructive Sleep Apnea Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C27168>,"Disease, Disorder or Finding Obstructive Sleep Apnea Syndrome"
165,"(['Disease, Disorder or Finding', 'Hashimoto Thyroiditis'], '<http://purl.obolibrary.org/obo/NCIT_C27191>')","['Disease, Disorder or Finding', 'Hashimoto Thyroiditis']",<http://purl.obolibrary.org/obo/NCIT_C27191>,"Disease, Disorder or Finding Hashimoto Thyroiditis"
166,"(['Disease, Disorder or Finding', 'Non-Neoplastic Central Nervous System Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C27586>')","['Disease, Disorder or Finding', 'Non-Neoplastic Central Nervous System Disorder']",<http://purl.obolibrary.org/obo/NCIT_C27586>,"Disease, Disorder or Finding Non-Neoplastic Central Nervous System Disorder"
167,"(['Disease, Disorder or Finding', 'Thromboembolism'], '<http://purl.obolibrary.org/obo/NCIT_C28195>')","['Disease, Disorder or Finding', 'Thromboembolism']",<http://purl.obolibrary.org/obo/NCIT_C28195>,"Disease, Disorder or Finding Thromboembolism"
168,"(['Disease, Disorder or Finding', 'Asthma'], '<http://purl.obolibrary.org/obo/NCIT_C28397>')","['Disease, Disorder or Finding', 'Asthma']",<http://purl.obolibrary.org/obo/NCIT_C28397>,"Disease, Disorder or Finding Asthma"
169,"(['Disease, Disorder or Finding', 'Adenocarcinoma'], '<http://purl.obolibrary.org/obo/NCIT_C2852>')","['Disease, Disorder or Finding', 'Adenocarcinoma']",<http://purl.obolibrary.org/obo/NCIT_C2852>,"Disease, Disorder or Finding Adenocarcinoma"
170,"(['Disease, Disorder or Finding', ""Alzheimer's Disease""], '<http://purl.obolibrary.org/obo/NCIT_C2866>')","['Disease, Disorder or Finding', ""Alzheimer's Disease""]",<http://purl.obolibrary.org/obo/NCIT_C2866>,"Disease, Disorder or Finding Alzheimer's Disease"
171,"(['Disease, Disorder or Finding', 'Anemia'], '<http://purl.obolibrary.org/obo/NCIT_C2869>')","['Disease, Disorder or Finding', 'Anemia']",<http://purl.obolibrary.org/obo/NCIT_C2869>,"Disease, Disorder or Finding Anemia"
172,"(['Disease, Disorder or Finding', 'Anorexia'], '<http://purl.obolibrary.org/obo/NCIT_C2875>')","['Disease, Disorder or Finding', 'Anorexia']",<http://purl.obolibrary.org/obo/NCIT_C2875>,"Disease, Disorder or Finding Anorexia"
173,"(['Disease, Disorder or Finding', 'Anxiety Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C2878>')","['Disease, Disorder or Finding', 'Anxiety Disorder']",<http://purl.obolibrary.org/obo/NCIT_C2878>,"Disease, Disorder or Finding Anxiety Disorder"
174,"(['Disease, Disorder or Finding', 'Arrhythmia'], '<http://purl.obolibrary.org/obo/NCIT_C2881>')","['Disease, Disorder or Finding', 'Arrhythmia']",<http://purl.obolibrary.org/obo/NCIT_C2881>,"Disease, Disorder or Finding Arrhythmia"
175,"(['Disease, Disorder or Finding', 'Arthritis'], '<http://purl.obolibrary.org/obo/NCIT_C2883>')","['Disease, Disorder or Finding', 'Arthritis']",<http://purl.obolibrary.org/obo/NCIT_C2883>,"Disease, Disorder or Finding Arthritis"
176,"(['Disease, Disorder or Finding', 'Rheumatoid Arthritis'], '<http://purl.obolibrary.org/obo/NCIT_C2884>')","['Disease, Disorder or Finding', 'Rheumatoid Arthritis']",<http://purl.obolibrary.org/obo/NCIT_C2884>,"Disease, Disorder or Finding Rheumatoid Arthritis"
